Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\filters\SuffixLines.java",2,2,2,1,16,0,9,6,,,,,1,0,1,7,,7,7,2,7,,0,2,0,5,,173,,,,14,,,,77,,,21,45,82,,,,,,,35,54,20,,,34,,,,,,,,9,9,10,4,,,4,,,,1.06,18,18,19,12
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\filters\TabsToSpaces.java",2,2,2,1,13,0,7,6,,,,,1,0,2,7,,7,7,2,7,,0,2,0,5,,154,,,,14,,,,61,,,21,32,79,,,,,,,30,45,20,,,25,,,,,,,,5,5,5,5,,,4,,,,1.30,14,14,14,11
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\filters\TailFilter.java",2,2,3,2,16,0,9,6,,,,,1,0,3,10,,10,10,7,10,,0,4,0,6,,242,,,,22,,,,114,,,32,67,106,,,,,,,58,87,33,,,54,,,,,,,,12,12,12,6,,,4,,,,0.93,29,29,30,21
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\filters\TokenFilter.java",1,1,1,1,11,0,6,4,,,,,13,2,0,43,,44,42,26,44,,1,3,0,40,,711,,,,74,,,,335,,,111,155,302,,,,,,,150,239,109,,,130,,,,,,,,10,10,11,5,,,4,,,,0.90,78,78,79,56
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\filters\UniqFilter.java",2,2,3,1,4,0,4,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,37,,,,3,,,,8,,,4,3,26,,,,,,,3,5,4,,,1,,,,,,,,2,2,3,1,,,0,,,,3.25,2,2,3,1
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\filters\util\ChainReaderHelper.java",3,3,3,1,18,0,13,4,,,,,2,1,1,12,,12,11,4,12,,0,3,1,8,,287,,,,22,,,,179,,,66,106,90,,,,,,,98,131,66,,,65,,,,,,,,13,13,14,9,,,5,,,,0.50,36,36,38,22
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\filters\util\JavaClassHelper.java",5,5,6,1,33,0,25,8,,,,,1,1,1,1,,1,0,0,1,,0,0,0,1,,69,,,,3,,,,35,,,19,19,31,,,,,,,24,30,19,,,11,,,,,,,,5,5,6,1,,,4,,,,0.89,5,5,6,1
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\helper\AntXMLContext.java",1,1,1,1,8,0,4,4,,,,,1,0,0,31,,31,31,14,31,,0,0,0,31,,418,,,,52,,,,169,,,67,71,198,,,,,,,83,125,67,,,58,,,,,,,,3,3,3,1,,,2,,,,1.17,41,41,43,31
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\helper\DefaultExecutor.java",3,3,3,1,11,0,10,1,,,,,1,0,1,2,,2,2,0,2,,0,0,0,2,,60,,,,7,,,,28,,,10,13,25,,,,,,,13,20,10,,,10,,,,,,,,5,5,5,1,,,3,,,,0.89,6,6,6,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\helper\IgnoreDependenciesExecutor.java",3,3,3,1,14,0,13,1,,,,,1,0,1,2,,2,2,0,2,,0,0,0,2,,70,,,,8,,,,35,,,14,17,27,,,,,,,18,26,14,,,12,,,,,,,,6,6,6,1,,,3,,,,0.77,7,7,7,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\helper\ProjectHelper2.java",3,3,4,1,27,1,16,10,,,,,7,8,7,40,,40,32,3,40,,0,1,9,30,,1262,,,,95,,,,706,,,203,474,463,,,,,,,336,476,183,,,293,,,,,,,,30,30,37,3,,,5,,,,0.66,145,145,170,46
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\helper\ProjectHelperImpl.java",2,2,2,1,23,0,11,11,,,,,9,1,1,33,,33,32,23,33,,0,3,0,30,,1025,,,,91,,,,441,,,140,262,493,,,,,,,225,315,131,,,184,,,,,,,,12,12,13,3,,,3,,,,1.12,85,85,87,35
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\helper\SingleCheckExecutor.java",1,1,1,1,5,0,4,1,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,47,,,,8,,,,14,,,8,3,25,,,,,,,6,9,7,,,2,,,,,,,,1,1,1,1,,,0,,,,1.79,2,2,2,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\input\DefaultInputHandler.java",3,3,3,1,21,0,15,5,,,,,1,0,0,4,,4,4,0,4,,0,0,2,2,,124,,,,7,,,,72,,,23,44,45,,,,,,,36,51,22,,,29,,,,,,,,7,7,7,3,,,3,,,,0.63,14,14,14,6
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\input\GreedyInputHandler.java",3,3,3,1,22,0,17,5,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,79,,,,5,,,,42,,,14,25,32,,,,,,,21,29,14,,,15,,,,,,,,5,5,5,1,,,3,,,,0.76,6,6,6,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\input\InputHandler.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,41,,,,3,,,,5,,,4,0,33,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,,0,,,,6.60,0,0,0,0
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\input\InputRequest.java",1,1,1,1,7,0,3,4,,,,,1,0,0,7,,7,7,3,7,,0,0,0,7,,93,,,,11,,,,30,,,12,9,52,,,,,,,12,21,12,,,9,,,,,,,,2,2,2,1,,,1,,,,1.73,8,8,8,7
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\input\MultipleChoiceInputRequest.java",1,1,2,1,8,0,4,3,,,,,1,0,0,3,,3,3,1,3,,0,0,0,3,,58,,,,6,,,,19,,,8,6,33,,,,,,,9,14,8,,,6,,,,,,,,2,2,3,1,,,1,,,,1.74,4,4,6,3
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\input\PropertyFileInputHandler.java",2,2,2,1,16,1,10,4,,,,,1,0,1,3,,3,3,1,3,,0,1,0,2,,91,,,,11,,,,41,,,13,23,39,,,,,,,17,26,13,,,13,,,,,,,,4,4,4,1,,,2,,,,0.95,8,8,8,3
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\input\SecureInputHandler.java",2,2,2,1,14,0,9,5,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,60,,,,4,,,,23,,,11,13,33,,,,,,,11,15,10,,,5,,,,,,,,3,3,3,1,,,2,,,,1.43,4,4,4,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\launch\AntMain.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,42,,,,3,,,,6,,,5,0,33,,,,,,,3,4,4,,,0,,,,,,,,0,0,0,0,,,0,,,,5.50,0,0,0,0
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\launch\LaunchException.java",1,1,1,1,9,0,3,6,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,37,,,,3,,,,6,,,3,1,28,,,,,,,2,4,3,,,1,,,,,,,,1,1,1,1,,,0,,,,4.67,1,1,1,1
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\launch\Launcher.java",5,5,6,1,33,2,23,7,,,,,1,1,10,9,,9,8,0,9,,0,8,0,1,,408,,,,44,,,,236,,,76,168,128,,,,,,,134,179,70,,,109,,,,,,,,24,24,27,3,,,4,,,,0.54,50,50,56,11
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\launch\Locator.java",4,4,5,2,30,0,18,11,,,,,2,11,13,13,,13,2,3,13,,0,2,0,11,,530,,,,29,,,,282,,,87,195,220,,,,,,,159,216,84,,,132,,,,,,,,12,12,15,5,,,4,,,,0.78,57,57,65,28
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\listener\AnsiColorLogger.java",9,7,10,1,49,3,40,5,,,,,1,0,10,2,,2,2,6,2,,0,1,1,0,,243,,,,15,,,,112,,,46,77,116,,,,,,,62,78,38,,,40,,,,,,,,11,11,11,1,,,2,,,,1.04,19,15,20,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\listener\BigProjectLogger.java",1,1,1,1,10,0,6,4,,,,,1,0,2,12,,12,12,2,12,,0,1,5,6,,194,,,,20,,,,87,,,33,48,87,,,,,,,37,54,30,,,24,,,,,,,,3,3,3,1,,,2,,,,1.00,18,18,18,12
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\listener\CommonsLoggingListener.java",3,2,3,1,17,0,13,3,,,,,1,0,2,14,,14,14,4,14,,0,2,0,12,,332,,,,32,,,,205,,,60,137,95,,,,,,,97,138,58,,,80,,,,,,,,9,6,9,3,,,3,,,,0.46,44,40,44,16
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\listener\Log4jListener.java",3,2,3,1,15,0,11,3,,,,,1,0,1,8,,8,8,1,8,,0,0,0,8,,177,,,,15,,,,106,,,33,64,56,,,,,,,48,71,32,,,39,,,,,,,,9,5,9,1,,,3,,,,0.53,26,22,26,8
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\listener\MailLogger.java",1,1,1,1,9,0,7,1,,,,,2,0,1,32,,32,32,14,32,,0,4,1,27,,410,,,,27,,,,282,,,101,162,101,,,,,,,149,197,96,,,101,,,,,,,,9,9,12,3,,,2,,,,0.36,52,52,55,34
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\listener\ProfileLogger.java",1,1,1,1,11,0,6,4,,,,,1,0,0,6,,6,6,1,6,,0,2,0,4,,112,,,,11,,,,51,,,27,29,51,,,,,,,32,40,27,,,13,,,,,,,,2,2,2,1,,,1,,,,1.00,7,7,7,6
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\listener\SimpleBigProjectLogger.java",2,2,3,1,15,0,9,6,,,,,1,0,0,1,,1,1,0,1,,0,0,1,0,,46,,,,4,,,,14,,,7,6,28,,,,,,,7,10,7,,,3,,,,,,,,2,2,3,1,,,1,,,,2.00,2,2,3,1
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\listener\TimestampedLogger.java",1,1,1,1,9,0,3,6,,,,,1,0,1,2,,2,2,0,2,,0,0,2,0,,54,,,,8,,,,11,,,6,3,35,,,,,,,5,8,6,,,2,,,,,,,,1,1,1,1,,,0,,,,3.18,2,2,2,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\loader\AntClassLoader2.java",1,1,1,1,3,0,2,1,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,31,,,,3,,,,6,,,4,0,22,,,,,,,2,4,4,,,0,,,,,,,,1,1,1,1,,,0,,,,3.67,1,1,1,1
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\loader\AntClassLoader5.java",1,1,1,1,9,0,3,6,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,63,,,,5,,,,19,,,12,3,39,,,,,,,10,14,11,,,3,,,,,,,,1,1,1,1,,,0,,,,2.05,3,3,3,3
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\property\GetProperty.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,31,,,,1,,,,4,,,3,0,26,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,,0,,,,6.50,0,0,0,0
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\property\LocalProperties.java",1,1,1,1,7,0,3,3,,,,,1,1,0,11,,11,10,0,11,,0,2,1,8,,152,,,,19,,,,50,,,23,16,83,,,,,,,18,31,17,,,14,,,,,,,,2,2,2,1,,,1,,,,1.66,12,12,12,11
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\property\LocalPropertyStack.java",2,2,2,1,11,0,6,4,,,,,1,0,0,8,,8,8,1,8,,0,1,0,7,,151,,,,16,,,,64,,,24,31,71,,,,,,,33,48,25,,,23,,,,,,,,3,3,3,3,,,2,,,,1.11,16,16,16,12
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\property\NullReturn.java",1,1,1,1,4,0,2,2,,,,,1,0,1,2,,2,2,0,2,,0,1,0,1,,38,,,,3,,,,9,,,5,2,26,,,,,,,3,6,5,,,1,,,,,,,,1,1,1,1,,,0,,,,2.89,2,2,2,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\property\ParseNextProperty.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,44,,,,4,,,,7,,,6,0,33,,,,,,,5,6,6,,,0,,,,,,,,0,0,0,0,,,0,,,,4.71,0,0,0,0
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\property\ParseProperties.java",3,3,3,2,22,0,11,10,,,,,1,0,0,7,,7,7,3,7,,0,2,0,5,,200,,,,12,,,,93,,,26,55,95,,,,,,,48,68,27,,,41,,,,,,,,6,6,8,4,,,2,,,,1.02,21,21,23,17
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\property\PropertyExpander.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,51,,,,5,,,,7,,,6,0,39,,,,,,,4,5,5,,,0,,,,,,,,0,0,0,0,,,0,,,,5.57,0,0,0,0
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\property\ResolvePropertyMap.java",2,2,2,1,18,1,8,8,,,,,1,0,0,5,,5,5,7,5,,0,0,0,5,,144,,,,14,,,,61,,,27,31,69,,,,,,,38,48,27,,,21,,,,,,,,4,4,6,1,,,2,,,,1.13,10,10,12,5
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\AbstractCvsTask.java",2,2,2,1,14,0,7,5,,,,,2,0,3,47,,47,47,23,47,,0,2,9,36,,872,,,,114,,,,414,,,120,239,344,,,,,,,194,290,121,,,169,,,,,,,,18,18,20,1,,,3,,,,0.83,97,97,106,47
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\AbstractJarSignerTask.java",1,1,1,1,11,0,5,5,,,,,1,0,2,24,,24,24,13,24,,0,1,10,13,,410,,,,39,,,,170,,,70,83,201,,,,,,,92,129,68,,,61,,,,,,,,4,4,4,1,,,2,,,,1.18,37,37,38,24
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Ant.java",2,2,3,1,18,0,11,6,,,,,4,0,4,36,,36,36,15,36,,0,8,2,26,,843,,,,84,,,,454,,,129,282,305,,,,,,,206,305,125,,,180,,,,,,,,22,22,31,7,,,4,,,,0.67,99,99,110,44
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\AntStructure.java",4,4,5,1,28,1,21,5,,,,,3,2,4,13,,17,15,3,17,,4,2,2,9,,488,,,,48,,,,316,,,77,216,124,,,,,,,179,236,74,,,162,,,,,,,,28,28,35,6,,,6,,,,0.39,55,55,66,22
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Antlib.java",2,2,2,1,19,0,13,5,,,,,1,1,1,6,,6,5,3,6,,0,1,2,3,,180,,,,14,,,,103,,,41,58,63,,,,,,,58,74,37,,,37,,,,,,,,6,6,6,3,,,3,,,,0.61,15,15,15,8
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\AntlibDefinition.java",1,1,1,1,10,0,4,6,,,,,1,0,0,4,,4,4,2,4,,0,0,0,4,,81,,,,8,,,,26,,,11,9,47,,,,,,,12,19,11,,,8,,,,,,,,3,3,3,1,,,1,,,,1.81,6,6,6,4
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Apt.java",1,1,1,1,8,0,3,4,,,,,2,0,4,22,,22,22,7,22,,0,0,0,22,,267,,,,29,,,,105,,,51,36,133,,,,,,,47,73,46,,,27,,,,,,,,2,2,2,1,,,1,,,,1.27,25,25,25,22
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\AugmentReference.java",1,1,1,1,9,0,6,2,,,,,1,0,0,6,,6,6,1,6,,0,2,0,4,,96,,,,9,,,,49,,,16,24,38,,,,,,,25,37,16,,,21,,,,,,,,3,3,3,1,,,2,,,,0.78,11,11,11,6
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Available.java",2,2,3,2,17,0,11,6,,,,,2,0,2,24,,24,24,13,24,,0,4,0,20,,517,,,,34,,,,299,,,63,184,184,,,,,,,126,198,64,,,134,,,,,,,,14,14,23,14,,,4,,,,0.62,69,69,84,50
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\BUnzip2.java",2,2,2,1,21,0,14,6,,,,,1,0,2,3,,3,3,0,3,,0,0,3,0,,111,,,,11,,,,56,,,22,36,44,,,,,,,36,44,22,,,22,,,,,,,,6,6,6,1,,,3,,,,0.79,8,8,8,3
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\BZip2.java",1,1,1,1,16,0,9,7,,,,,1,0,0,2,,2,2,0,2,,0,0,2,0,,73,,,,6,,,,28,,,14,13,39,,,,,,,17,21,13,,,8,,,,,,,,2,2,2,1,,,1,,,,1.39,3,3,3,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Basename.java",2,2,2,1,11,0,6,5,,,,,1,0,0,4,,4,4,3,4,,0,0,0,4,,109,,,,9,,,,36,,,14,15,64,,,,,,,17,26,14,,,12,,,,,,,,5,5,8,1,,,2,,,,1.78,8,8,11,4
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\BindTargets.java",2,2,2,1,9,0,8,0,,,,,1,0,0,5,,5,5,3,5,,0,0,0,5,,91,,,,15,,,,56,,,22,27,21,,,,,,,26,39,22,,,17,,,,,,,,5,5,6,1,,,2,,,,0.38,12,12,13,5
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\BuildNumber.java",3,3,3,1,26,3,17,6,,,,,1,0,3,5,,5,5,1,5,,0,3,0,2,,200,,,,31,,,,104,,,41,61,66,,,,,,,50,68,33,,,35,,,,,,,,6,6,6,1,,,2,,,,0.63,17,17,17,5
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\CVSPass.java",2,2,2,1,16,1,10,4,,,,,1,0,0,6,,6,6,4,6,,0,1,0,5,,171,,,,20,,,,98,,,47,61,53,,,,,,,44,60,30,,,30,,,,,,,,9,9,9,1,,,4,,,,0.54,15,15,15,6
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\CallTarget.java",1,1,1,1,12,0,6,6,,,,,1,0,0,14,,14,14,4,14,,0,0,0,14,,255,,,,20,,,,102,,,25,53,133,,,,,,,41,68,24,,,44,,,,,,,,3,3,3,1,,,1,,,,1.30,26,26,26,14
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Checksum.java",2,2,3,1,17,0,12,4,,,,,4,2,9,31,,31,29,18,31,,1,7,0,23,,722,,,,46,,,,440,,,141,276,236,,,,,,,225,309,142,,,167,,,,,,,,26,26,37,3,,,4,,,,0.54,89,89,106,33
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Chmod.java",1,1,1,1,11,0,5,5,,,,,1,0,0,18,,18,18,3,18,,0,0,2,16,,260,,,,23,,,,113,,,34,60,124,,,,,,,52,78,34,,,44,,,,,,,,5,5,7,1,,,2,,,,1.10,25,25,29,18
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Classloader.java",2,2,3,1,16,1,9,5,,,,,1,0,1,10,,10,10,5,10,,0,0,0,10,,244,,,,29,,,,108,,,33,61,108,,,,,,,50,76,34,,,42,,,,,,,,15,15,19,4,,,4,,,,1.00,26,26,30,13
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\CloseResources.java",2,2,2,1,8,0,8,0,,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,60,,,,5,,,,29,,,17,10,26,,,,,,,18,23,18,,,5,,,,,,,,4,4,4,1,,,3,,,,0.90,5,5,5,2
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Componentdef.java",1,1,1,1,8,0,3,5,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,41,,,,4,,,,6,,,3,1,31,,,,,,,2,4,3,,,1,,,,,,,,1,1,1,1,,,0,,,,5.17,1,1,1,1
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Concat.java",2,2,2,1,12,0,8,4,,,,,7,0,4,55,,56,56,31,56,,1,13,0,42,,955,,,,81,,,,564,,,164,317,310,,,,,,,280,408,167,,,241,,,,,,,,12,12,15,10,,,5,,,,0.55,128,128,149,78
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\ConditionTask.java",1,1,1,1,11,0,5,5,,,,,1,0,0,7,,7,7,3,7,,0,0,0,7,,130,,,,10,,,,51,,,18,25,69,,,,,,,24,37,18,,,19,,,,,,,,6,6,6,1,,,1,,,,1.35,12,12,12,7
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Copy.java",3,3,3,1,19,0,12,6,,,,,2,3,3,50,,50,47,26,50,,0,8,11,31,,1124,,,,87,,,,693,,,192,455,352,,,,,,,317,463,194,,,269,,,,,,,,28,28,39,9,,,7,,,,0.51,156,156,178,62
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\CopyPath.java",2,2,2,1,15,0,8,5,,,,,1,0,4,9,,9,9,5,9,,0,0,1,8,,214,,,,29,,,,100,,,37,55,85,,,,,,,54,76,38,,,38,,,,,,,,8,8,9,6,,,4,,,,0.85,21,21,22,14
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Copydir.java",2,2,2,1,15,0,10,4,,,,,1,0,0,7,,7,7,6,7,,0,1,0,6,,163,,,,18,,,,91,,,32,53,54,,,,,,,43,62,32,,,30,,,,,,,,9,9,9,1,,,4,,,,0.59,18,18,19,7
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Copyfile.java",2,2,2,1,13,1,8,4,,,,,1,0,0,5,,5,5,4,5,,0,0,0,5,,115,,,,15,,,,52,,,18,26,48,,,,,,,22,34,17,,,17,,,,,,,,7,7,8,1,,,2,,,,0.92,11,11,12,5
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\Cvs.java",1,1,1,1,5,0,2,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,41,,,,3,,,,5,,,3,0,33,,,,,,,1,3,3,,,0,,,,,,,,1,1,1,1,,,0,,,,6.60,1,1,1,1
File,"D:\Christiano\Documentos\dissertação\metrics_extraction_utilities\softwares\ant\src\main\org\apache\tools\ant\taskdefs\DefBase.java",1,1,1,1,9,0,4,5,,,,,1,0,0,13,,13,13,2,13,,0,1,2,10,,167,,,,16,,,,63,,,23,23,88,,,,,,,27,44,23,,,21,,,,,,,,3,3,4,1,,,1,,,,1.40,16,16,17,13
