validateConfiguration: SimpleAuthority.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:28
deserialize: SliceByNamesReadCommand.java: src.java.org.apache.cassandra.db Diff:10
clearSnapshot: Directories.java: src.java.org.apache.cassandra.db Diff:4
mutationForKey: UpdateStatement.java: src.java.org.apache.cassandra.cql Diff:22
add: RowMutation.java: src.java.org.apache.cassandra.db Diff:19
writeAttr: CliClient.java: src.java.org.apache.cassandra.cli Diff:139
getAllSSTables: Table.java: src.java.org.apache.cassandra.db Diff:10
validateConsistencyLevel: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:3
validateColumnFamily: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:10
create: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:1
readUnsignedByte: AbstractDataInput.java: src.java.org.apache.cassandra.io.util Diff:8
getPositionsForRanges: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:92
getStrategyOptions: CreateKeyspaceStatement.java: src.java.org.apache.cassandra.cql Diff:7
getName: CreateKeyspaceStatement.java: src.java.org.apache.cassandra.cql Diff:7
getInputColumnFamily: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:21
maybeResetDeletionTimes: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:5
flushIndexesBlocking: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:36
getArray: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:9
updateTimestamp: EndpointState.java: src.java.org.apache.cassandra.gms Diff:1
applyPropertiesToCFMetadata: AlterTableStatement.java: src.java.org.apache.cassandra.cql Diff:61
clear: ArrayBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:19
onDead: Ec2MultiRegionSnitch.java: src.java.org.apache.cassandra.locator Diff:1
getKeySpace: CliCompiler.java: src.java.org.apache.cassandra.cli Diff:8
getRowCacheProvider: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
doGossipToLiveMember: Gossiper.java: src.java.org.apache.cassandra.gms Diff:93
delete: FileUtils.java: src.java.org.apache.cassandra.io.util Diff:4
createColumnFamilyStore: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:8
getValueValidator: CFMetaData.java: src.java.org.apache.cassandra.config Diff:3
filterSuperColumn: SliceQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:11
create: EndpointSnitchInfo.java: src.java.org.apache.cassandra.locator Diff:1
getDirtyCFIDs: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:4
main: GetVersion.java: src.java.org.apache.cassandra.tools Diff:1
validate: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:62
forceRemoveCompletion: StorageService.java: src.java.org.apache.cassandra.service Diff:436
validate: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:21
toString: UpdateStatement.java: src.java.org.apache.cassandra.cql Diff:28
bytesOnDisk: SSTable.java: src.java.org.apache.cassandra.io.sstable Diff:32
create: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:1
equals: RowCacheKey.java: src.java.org.apache.cassandra.cache Diff:3
getTables: Schema.java: src.java.org.apache.cassandra.config Diff:3
compare: ReversedType.java: src.java.org.apache.cassandra.db.marshal Diff:4
getTotalRangeLatencyHistogramMicros: StorageProxy.java: src.java.org.apache.cassandra.service Diff:280
runSuperCounterGetter: CounterGetter.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:12
isAutoSnapshot: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getStrategyOptionsFromTree: CliClient.java: src.java.org.apache.cassandra.cli Diff:212
trimTrailingZeros: OpenBitSet.java: src.java.org.apache.cassandra.utils.obs Diff:3
asThriftOptions: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:24
getColumnValues: UpdateStatement.java: src.java.org.apache.cassandra.cql Diff:28
getRack: EndpointSnitchInfo.java: src.java.org.apache.cassandra.locator Diff:1
activate: AbstractCassandraDaemon.java: src.java.org.apache.cassandra.service Diff:55
compare: UUIDType.java: src.java.org.apache.cassandra.db.marshal Diff:5
setKeyCountToImport: SSTableImport.java: src.java.org.apache.cassandra.tools Diff:38
getChangedRangesForLeaving: StorageService.java: src.java.org.apache.cassandra.service Diff:289
tryCloseFD: CLibrary.java: src.java.org.apache.cassandra.utils Diff:3
describeOwnership: CollatingOrderPreservingPartitioner.java: src.java.org.apache.cassandra.dht Diff:3
getLoadMap: StorageService.java: src.java.org.apache.cassandra.service Diff:306
getReadCallback: StorageProxy.java: src.java.org.apache.cassandra.service Diff:192
getBloomFilterFalsePositiveCount: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:133
updateCompletor: CliMain.java: src.java.org.apache.cassandra.cli Diff:19
getOutputColumnFamily: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:23
write: LazilyCompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:11
invalidateCachedRow: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:175
addSSTables: DataTracker.java: src.java.org.apache.cassandra.db Diff:9
validate: KSMetaData.java: src.java.org.apache.cassandra.config Diff:15
replaceCompactedSSTables: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:108
unloadCf: Table.java: src.java.org.apache.cassandra.db Diff:16
executeLocally: RangeSliceVerbHandler.java: src.java.org.apache.cassandra.service Diff:7
getContext: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:3
get: ExpiringMap.java: src.java.org.apache.cassandra.utils Diff:3
announceColumnFamilyDrop: MigrationManager.java: src.java.org.apache.cassandra.service Diff:28
columnCount: EchoedRow.java: src.java.org.apache.cassandra.db Diff:2
getSSTables: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:108
seekToChunkStart: CompressedSequentialWriter.java: src.java.org.apache.cassandra.io.compress Diff:16
getRecentReadLatencyHistogramMicros: StorageProxy.java: src.java.org.apache.cassandra.service Diff:276
getComparatorFor: ColumnFamily.java: src.java.org.apache.cassandra.db Diff:3
resetLocalSchema: StorageService.java: src.java.org.apache.cassandra.service Diff:567
system_update_keyspace: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:185
activeSegments: CommitLog.java: src.java.org.apache.cassandra.db.commitlog Diff:5
addAll: ArrayBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:17
setRpcTimeout: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
tryComponentFromFilename: SSTable.java: src.java.org.apache.cassandra.io.sstable Diff:16
validate: PropertyDefinitions.java: src.java.org.apache.cassandra.cql3 Diff:5
decrementActiveStreamsOutbound: MessagingService.java: src.java.org.apache.cassandra.net Diff:27
getNextWide: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:20
getTotalHints: StorageProxy.java: src.java.org.apache.cassandra.service Diff:300
getUnreachableMembers: Gossiper.java: src.java.org.apache.cassandra.gms Diff:12
printInfo: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:31
getRecentWriteLatencyMicros: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:117
getColumnNames: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:12
isConnected: CliMain.java: src.java.org.apache.cassandra.cli Diff:15
main: SSTableImport.java: src.java.org.apache.cassandra.tools Diff:36
addInitialSSTables: DataTracker.java: src.java.org.apache.cassandra.db Diff:12
getMessage: SnapshotCommand.java: src.java.org.apache.cassandra.db Diff:2
getRecentWriteLatencyMicros: StorageProxy.java: src.java.org.apache.cassandra.service Diff:284
cleanup: BufferedSegmentedFile.java: src.java.org.apache.cassandra.io.util Diff:2
getColumnComparator: NamesQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:11
getListenAddress: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getUserDefinedTask: LeveledCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:7
bootstrapComplete: SystemTable.java: src.java.org.apache.cassandra.db Diff:123
initServer: StorageService.java: src.java.org.apache.cassandra.service Diff:48
setLocationFromUri: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:80
getToken: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:18
toString: CFMetaData.java: src.java.org.apache.cassandra.config Diff:170
getKeysPerCall: Session.java: tools.stress.src.org.apache.cassandra.stress Diff:3
system_add_keyspace: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:172
newTaskFor: BatchCommitLogExecutorService.java: src.java.org.apache.cassandra.db.commitlog Diff:8
serializedSize: Header.java: src.java.org.apache.cassandra.net Diff:6
getTotalCommitlogSize: CommitLog.java: src.java.org.apache.cassandra.db.commitlog Diff:23
bytes: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:35
renameWithConfirm: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:12
getSerializedSize: Memtable.java: src.java.org.apache.cassandra.db Diff:2
getMessage: RowMutation.java: src.java.org.apache.cassandra.db Diff:31
getStringMap: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:42
join: Directories.java: src.java.org.apache.cassandra.db Diff:3
getCompressionRatio: DataTracker.java: src.java.org.apache.cassandra.db Diff:13
compose: JdbcInt32.java: src.java.org.apache.cassandra.cql.jdbc Diff:2
determineBlockFor: ReadCallback.java: src.java.org.apache.cassandra.service Diff:33
reset: ExpiringMap.java: src.java.org.apache.cassandra.utils Diff:3
estimatedKeysForRanges: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:75
getMaximalTask: SizeTieredCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:16
loadConfiguration: GossipingPropertyFileSnitch.java: src.java.org.apache.cassandra.locator Diff:7
getAllEndpointStates: FailureDetector.java: src.java.org.apache.cassandra.gms Diff:3
prepare: BatchStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:24
bytes: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:16
hasProperty: PropertyDefinitions.java: src.java.org.apache.cassandra.cql3 Diff:7
clear: FailureDetector.java: src.java.org.apache.cassandra.gms Diff:20
setLocation: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:94
toString: MappedFileDataInput.java: src.java.org.apache.cassandra.io.util Diff:10
onJoin: StorageService.java: src.java.org.apache.cassandra.service Diff:292
startGossiping: StorageService.java: src.java.org.apache.cassandra.service Diff:7
getWithShortLength: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:5
run: StreamingRepairTask.java: src.java.org.apache.cassandra.streaming Diff:6
validateOptions: LocalStrategy.java: src.java.org.apache.cassandra.locator Diff:4
doVerb: RowMutationVerbHandler.java: src.java.org.apache.cassandra.db Diff:15
deserialize: BloomFilterSerializer.java: src.java.org.apache.cassandra.utils Diff:11
multigetSliceInternal: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:37
submitBackground: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:12
skipBloomFilter: IndexHelper.java: src.java.org.apache.cassandra.io.sstable Diff:3
constructStreamHeader: MessagingService.java: src.java.org.apache.cassandra.net Diff:53
populateIOCacheOnFlush: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
preservesOrder: RandomPartitioner.java: src.java.org.apache.cassandra.dht Diff:8
run: CqlIndexedRangeSlicer.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:33
getOrCreate: Directories.java: src.java.org.apache.cassandra.db Diff:4
startCassandra: EmbeddedServer.java: test.unit.org.apache.cassandra Diff:2
execute_cql_query: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:218
getCompactions: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:147
sendMessage: StreamInSession.java: src.java.org.apache.cassandra.streaming Diff:28
versionValidate: Descriptor.java: src.java.org.apache.cassandra.io.sstable Diff:6
delete: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:4
toString: CounterMutation.java: src.java.org.apache.cassandra.db Diff:11
response: WriteResponseHandler.java: src.java.org.apache.cassandra.service Diff:1
getReply: RangeSliceReply.java: src.java.org.apache.cassandra.db Diff:11
put: ExpiringMap.java: src.java.org.apache.cassandra.utils Diff:3
setDynamicResetInterval: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getSSLStoragePort: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:73
getValueValidator: CFMetaData.java: src.java.org.apache.cassandra.config Diff:4
compress: DeflateCompressor.java: src.java.org.apache.cassandra.io.compress Diff:3
getLiveNaturalEndpoints: StorageService.java: src.java.org.apache.cassandra.service Diff:353
describeOwnership: OrderPreservingPartitioner.java: src.java.org.apache.cassandra.dht Diff:24
getUpdatedCFDef: DropIndexStatement.java: src.java.org.apache.cassandra.cql Diff:5
toString: RetriedSliceFromReadCommand.java: src.java.org.apache.cassandra.db Diff:7
getPropertyDouble: CFPropDefs.java: src.java.org.apache.cassandra.cql Diff:18
writeIndex: ColumnIndexer.java: src.java.org.apache.cassandra.db Diff:15
levelOf: LeveledManifest.java: src.java.org.apache.cassandra.db.compaction Diff:17
system_update_column_family: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:193
computeNext: SimpleSliceReader.java: src.java.org.apache.cassandra.db.columniterator Diff:6
getComparator: TreeMapBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:1
getInputKeyspaceUserName: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:15
getClientFromAddressList: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:43
getMeanRowSize: DataTracker.java: src.java.org.apache.cassandra.db Diff:20
updateColumn: KeysIndex.java: src.java.org.apache.cassandra.db.index.keys Diff:29
getSchema: SystemTable.java: src.java.org.apache.cassandra.db Diff:172
newTaskFor: BatchCommitLogExecutorService.java: src.java.org.apache.cassandra.db.commitlog Diff:8
importJson: SSTableImport.java: src.java.org.apache.cassandra.tools Diff:13
forKey: RowPosition.java: src.java.org.apache.cassandra.db Diff:3
applyCounterMutationOnCoordinator: StorageProxy.java: src.java.org.apache.cassandra.service Diff:119
getMeanRowSize: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:8
compareId: CounterContext.java: src.java.org.apache.cassandra.db.context Diff:12
add: RowMutation.java: src.java.org.apache.cassandra.db Diff:9
getNodeProbe: CliSessionState.java: src.java.org.apache.cassandra.cli Diff:1
submitWrite: AutoSavingCache.java: src.java.org.apache.cassandra.cache Diff:12
waitForDeletions: SSTableDeletingTask.java: src.java.org.apache.cassandra.io.sstable Diff:9
setInMemoryCompactionLimit: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
diff: CounterContext.java: src.java.org.apache.cassandra.db.context Diff:10
toString: Throttle.java: src.java.org.apache.cassandra.utils Diff:2
reverseInternalIterator: ArrayBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:10
applyImplicitDefaults: CFMetaData.java: src.java.org.apache.cassandra.config Diff:5
pagingFinished: HintedHandOffManager.java: src.java.org.apache.cassandra.db Diff:29
describe_keyspaces: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:139
system_add_column_family: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:156
getClusterName: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:69
getRow: Table.java: src.java.org.apache.cassandra.db Diff:27
serializeSchema: MigrationManager.java: src.java.org.apache.cassandra.service Diff:44
getVersion: Schema.java: src.java.org.apache.cassandra.config Diff:17
getDynamicResetInterval: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
filterColumnFamily: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:117
