,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,project,is_god_class
5696,Public Class,org.apache.cassandra.io.sstable.SSTableWriter,1.0,1.0,1.0,1.0,15.0,0.0,12.0,1.0,1.0,36.0,36.0,0.0,,4.0,1.0,,,,17.0,6.0,21.0,34.0,1.0,5.0,0.0,15.0,,450,53,332,83,201,67,,,,167,218,82,136,,,,,,8.0,8.0,8.0,1.0,,2.0,4,,76.0,60.0,0.2,40,40,41,21,cassandra,False
5743,Public Class,org.apache.cassandra.io.util.BufferedSegmentedFile,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,3.0,0.0,3.0,11.0,0.0,0.0,0.0,3.0,,49,4,34,9,9,11,,,,7,15,9,6,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,0.0,0.0,0.32,4,4,4,3,cassandra,False
5776,Public Class,org.apache.cassandra.io.util.ColumnSortedMap,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0,,0.0,0.0,,,,19.0,6.0,19.0,19.0,0.0,0.0,0.0,19.0,,114,20,89,26,23,5,,,,29,49,26,23,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,88.0,88.0,0.06,19,19,19,19,cassandra,False
5796,Public Class,org.apache.cassandra.io.util.CompressedSegmentedFile,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,4.0,4.0,0.0,,0.0,0.0,,,,3.0,1.0,3.0,11.0,0.0,0.0,0.0,3.0,,69,5,35,9,9,29,,,,8,16,9,7,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,33.0,33.0,0.83,4,4,4,3,cassandra,False
5803,Public Class,org.apache.cassandra.io.util.DataOutputBuffer,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,6.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,,76,5,43,9,12,30,,,,8,17,7,10,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,0.0,0.0,0.7,8,8,8,6,cassandra,False
5810,Public Class,org.apache.cassandra.io.util.FastByteArrayInputStream,1.0,1.0,2.0,1.0,15.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,10.0,4.0,10.0,10.0,0.0,0.0,0.0,10.0,,201,14,69,25,30,118,,,,28,44,17,27,,,,,,6.0,6.0,9.0,3.0,,2.0,1,,47.0,47.0,1.71,19,19,22,12,cassandra,False
5821,Public Class,org.apache.cassandra.io.util.FastByteArrayOutputStream,1.0,1.0,1.0,1.0,13.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,13.0,2.0,13.0,13.0,0.0,1.0,0.0,12.0,,218,17,75,24,34,126,,,,30,50,20,30,,,,,,3.0,3.0,6.0,1.0,,2.0,1,,26.0,23.0,1.68,19,19,22,13,cassandra,False
5844,Public Class,org.apache.cassandra.io.util.FileUtils,2.0,2.0,2.0,1.0,12.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,,18.0,7.0,,,,0.0,0.0,18.0,18.0,0.0,1.0,0.0,17.0,,274,21,229,46,105,24,,,,71,123,49,74,,,,,,5.0,5.0,5.0,5.0,,1.0,3,,72.0,61.0,0.1,46,46,46,22,cassandra,False
5870,Public Class,org.apache.cassandra.io.util.MappedFileDataInput,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,3.0,3.0,0.0,,0.0,0.0,,,,17.0,3.0,17.0,33.0,0.0,0.0,2.0,15.0,,167,22,117,33,50,28,,,,46,70,29,41,,,,,,3.0,3.0,3.0,1.0,,3.0,1,,54.0,52.0,0.24,21,21,21,17,cassandra,False
5890,Public Class,org.apache.cassandra.io.util.Memory,2.0,2.0,2.0,1.0,9.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,,,,8.0,3.0,9.0,9.0,0.0,1.0,1.0,7.0,,138,15,87,17,47,36,,,,35,57,16,41,,,,,,5.0,5.0,7.0,4.0,,1.0,1,,62.0,40.0,0.41,20,20,25,15,cassandra,False
5900,Public Class,org.apache.cassandra.io.util.MemoryInputStream,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,7.0,2.0,7.0,23.0,0.0,0.0,2.0,5.0,,42,7,34,10,9,1,,,,10,18,10,8,,,,,,1.0,1.0,1.0,1.0,,3.0,0,,42.0,42.0,0.03,7,7,7,7,cassandra,False
5908,Public Class,org.apache.cassandra.io.util.MemoryOutputStream,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,,31,5,23,8,6,3,,,,7,12,7,5,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,25.0,25.0,0.13,4,4,4,4,cassandra,False
5913,Public Class,org.apache.cassandra.io.util.MmappedSegmentedFile,2.0,2.0,3.0,2.0,17.0,0.0,13.0,4.0,1.0,6.0,6.0,0.0,,0.0,2.0,,,,4.0,1.0,4.0,12.0,0.0,1.0,0.0,3.0,,175,17,124,28,66,34,,,,52,75,29,46,,,,,,5.0,5.0,5.0,5.0,,2.0,3,,62.0,50.0,0.27,11,11,12,10,cassandra,False
5923,Public Class,org.apache.cassandra.io.util.RandomAccessReader,1.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,2.0,4.0,4.0,1.0,,5.0,2.0,,,,24.0,11.0,29.0,29.0,0.0,0.0,3.0,26.0,,340,69,221,61,103,56,,,,88,136,50,86,,,,,,5.0,5.0,7.0,4.0,,2.0,2,,85.0,58.0,0.25,45,45,52,34,cassandra,False
5975,Public Class,org.apache.cassandra.io.util.SequentialWriter,1.0,1.0,1.0,1.0,10.0,1.0,7.0,1.0,1.0,5.0,5.0,1.0,,3.0,0.0,,,,24.0,20.0,27.0,27.0,0.0,2.0,6.0,19.0,,377,66,233,53,107,80,,,,99,146,51,95,,,,,,6.0,6.0,6.0,1.0,,2.0,3,,88.0,56.0,0.34,45,45,46,27,cassandra,False
6044,Public Class,org.apache.cassandra.locator.DynamicEndpointSnitch,2.0,2.0,2.0,1.0,10.0,0.0,9.0,0.0,3.0,6.0,6.0,0.0,,0.0,2.0,,,,20.0,9.0,20.0,24.0,0.0,5.0,0.0,15.0,,258,25,211,50,102,25,,,,76,125,52,73,,,,,,6.0,6.0,6.0,6.0,,2.0,2,,84.0,81.0,0.12,42,42,42,27,cassandra,False
6076,Public Class,org.apache.cassandra.locator.Ec2MultiRegionSnitch,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,10.0,10.0,0.0,,0.0,2.0,,,,9.0,2.0,9.0,21.0,0.0,1.0,0.0,8.0,,88,10,60,16,24,21,,,,20,35,15,20,,,,,,3.0,3.0,3.0,1.0,,4.0,1,,77.0,61.0,0.35,14,14,14,9,cassandra,False
6086,Public Class,org.apache.cassandra.locator.Ec2Snitch,2.0,2.0,2.0,1.0,12.0,0.0,11.0,1.0,1.0,9.0,9.0,1.0,,0.0,4.0,,,,5.0,2.0,5.0,12.0,1.0,0.0,0.0,4.0,,99,8,65,22,40,27,,,,34,47,21,26,,,,,,3.0,3.0,4.0,3.0,,3.0,2,,46.0,46.0,0.42,11,11,13,9,cassandra,False
6092,Public Class,org.apache.cassandra.locator.EndpointSnitchInfo,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,2.0,2.0,0.0,,1.0,0.0,,,,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,25,2,23,5,7,0,,,,5,10,5,5,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,0.0,0.0,0.0,4,4,4,3,cassandra,False
6099,Public Class,org.apache.cassandra.locator.GossipingPropertyFileSnitch,2.0,2.0,3.0,2.0,14.0,0.0,11.0,3.0,1.0,9.0,9.0,0.0,,0.0,1.0,,,,4.0,3.0,4.0,11.0,0.0,0.0,0.0,4.0,,89,5,54,12,27,30,,,,21,32,11,21,,,,,,3.0,3.0,4.0,3.0,,3.0,2,,41.0,41.0,0.56,10,10,13,8,cassandra,False
6113,Public Class,org.apache.cassandra.locator.LocalStrategy,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,5.0,5.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,23.0,0.0,0.0,0.0,4.0,,23,3,19,5,4,1,,,,4,9,5,4,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.05,4,4,4,4,cassandra,False
6118,Public Class,org.apache.cassandra.locator.NetworkTopologyStrategy,3.0,3.0,3.0,1.0,16.0,1.0,14.0,0.0,1.0,6.0,6.0,0.0,,0.0,1.0,,,,6.0,2.0,6.0,25.0,0.0,0.0,0.0,6.0,,124,15,92,27,53,17,,,,43,66,34,32,,,,,,9.0,9.0,11.0,1.0,,2.0,3,,41.0,41.0,0.18,20,20,22,6,cassandra,False
6125,Public Class,org.apache.cassandra.locator.OldNetworkTopologyStrategy,3.0,3.0,4.0,1.0,18.0,1.0,15.0,1.0,1.0,4.0,4.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,23.0,0.0,0.0,0.0,4.0,,87,9,65,14,34,13,,,,23,38,14,24,,,,,,10.0,10.0,13.0,4.0,,2.0,3,,0.0,0.0,0.2,14,14,18,7,cassandra,False
6130,Public Class,org.apache.cassandra.locator.PropertyFileSnitch,2.0,2.0,2.0,1.0,19.0,0.0,16.0,3.0,1.0,6.0,6.0,0.0,,0.0,4.0,,,,6.0,0.0,6.0,13.0,0.0,1.0,0.0,5.0,,161,12,104,24,54,46,,,,41,60,25,35,,,,,,8.0,8.0,8.0,1.0,,3.0,3,,66.0,0.0,0.44,16,16,16,6,cassandra,False
6139,Public Class,org.apache.cassandra.locator.RackInferringSnitch,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,,33,1,11,3,2,21,,,,2,5,3,2,,,,,,1.0,1.0,1.0,1.0,,3.0,0,,0.0,0.0,1.91,2,2,2,2,cassandra,False
6144,Public Class,org.apache.cassandra.locator.SimpleSeedProvider,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,,,,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,,53,4,30,7,11,19,,,,8,16,8,8,,,,,,3.0,3.0,3.0,1.0,,1.0,2,,0.0,0.0,0.63,6,6,6,3,cassandra,False
6148,Public Class,org.apache.cassandra.locator.SimpleSnitch,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,8.0,0.0,0.0,0.0,4.0,,47,3,19,6,3,25,,,,3,8,5,3,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,1.32,4,4,4,4,cassandra,False
6153,Public Class,org.apache.cassandra.locator.SimpleStrategy,1.0,1.0,2.0,1.0,8.0,0.0,7.0,0.0,1.0,4.0,4.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,23.0,0.0,0.0,0.0,4.0,,46,5,34,9,15,7,,,,12,20,9,11,,,,,,3.0,3.0,4.0,1.0,,2.0,1,,0.0,0.0,0.21,7,7,9,4,cassandra,False
6158,Public Class,org.apache.cassandra.locator.SnitchProperties,1.0,1.0,1.0,1.0,7.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,,1.0,3.0,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,32,2,26,7,11,4,,,,8,11,6,5,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,50.0,50.0,0.15,1,1,1,1,cassandra,False
6160,Public Class,org.apache.cassandra.locator.TokenMetadata,1.0,1.0,2.0,1.0,15.0,0.0,12.0,1.0,1.0,6.0,6.0,0.0,,3.0,1.0,,,,40.0,8.0,43.0,43.0,0.0,2.0,0.0,41.0,,757,88,551,80,285,120,,,,201,325,97,228,,,,,,8.0,8.0,8.0,3.0,,1.0,4,,81.0,72.0,0.22,85,85,88,47,cassandra,False
6207,Public Class,org.apache.cassandra.metrics.ClientRequestMetrics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,0,7,5,4,0,,,,4,5,5,0,,,,,,0.0,0.0,0.0,0.0,,1.0,0,,0.0,0.0,0.0,0,0,0,0,cassandra,False
6215,Public Class,org.apache.cassandra.net.CachingMessageProducer,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,,21,2,19,6,7,0,,,,7,11,6,5,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,25.0,25.0,0.0,3,3,3,2,cassandra,False
6222,Public Class,org.apache.cassandra.net.CompactEndpointSerializationHelper,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,3.0,0.0,,,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,41,2,22,6,10,17,,,,9,14,6,8,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,0.0,0.0,0.77,4,4,4,3,cassandra,False
6226,Public Class,org.apache.cassandra.net.Header,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,5.0,5.0,0.0,,1.0,1.0,,,,8.0,3.0,9.0,9.0,7.0,0.0,0.0,2.0,,99,12,67,19,28,20,,,,30,43,19,24,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,61.0,50.0,0.3,11,11,11,9,cassandra,False
6240,Public Class,org.apache.cassandra.net.HeaderTypes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22,0,5,3,2,17,,,,2,3,3,0,,,,,,0.0,0.0,0.0,0.0,,1.0,0,,0.0,0.0,3.4,0,0,0,0,cassandra,False
6251,Public Class,org.apache.cassandra.net.IncomingTcpConnection,3.0,3.0,3.0,1.0,26.0,0.0,22.0,4.0,1.0,9.0,9.0,0.0,,0.0,2.0,,,,5.0,2.0,5.0,5.0,0.0,3.0,0.0,2.0,,149,11,118,25,68,21,,,,57,74,25,49,,,,,,8.0,8.0,8.0,5.0,,2.0,3,,40.0,40.0,0.18,18,18,18,9,cassandra,False
6257,Public Class,org.apache.cassandra.net.Message,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,,0.0,0.0,,,,13.0,3.0,13.0,13.0,0.0,0.0,0.0,13.0,,105,14,72,21,27,19,,,,25,39,21,18,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,64.0,35.0,0.26,13,13,13,13,cassandra,False
6271,Public Class,org.apache.cassandra.net.MessageDeliveryTask,2.0,2.0,2.0,2.0,12.0,1.0,11.0,0.0,2.0,5.0,5.0,0.0,,0.0,1.0,,,,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,,52,5,30,9,15,17,,,,14,19,9,10,,,,,,3.0,3.0,4.0,3.0,,1.0,1,,16.0,16.0,0.57,4,4,5,4,cassandra,False
6276,Public Class,org.apache.cassandra.net.MessagingService,1.0,1.0,1.0,1.0,11.0,0.0,9.0,1.0,2.0,36.0,36.0,0.0,,5.0,15.0,,,,46.0,15.0,51.0,51.0,0.0,4.0,0.0,47.0,,787,93,554,142,298,141,,,,232,358,157,201,,,,,,5.0,5.0,5.0,3.0,,1.0,2,,94.0,91.0,0.25,94,94,95,53,cassandra,False
6350,Public Class,org.apache.cassandra.net.OutboundTcpConnection,2.0,2.0,3.0,1.0,16.0,0.0,14.0,1.0,1.0,11.0,11.0,0.0,,2.0,3.0,,,,12.0,8.0,14.0,14.0,2.0,4.0,0.0,8.0,,300,31,244,47,124,27,,,,92,140,46,94,,,,,,8.0,8.0,9.0,4.0,,2.0,4,,75.0,66.0,0.11,41,41,44,22,cassandra,False
6371,Public Class,org.apache.cassandra.net.OutboundTcpConnectionPool,2.0,2.0,3.0,2.0,11.0,0.0,9.0,1.0,1.0,10.0,10.0,0.0,,0.0,0.0,,,,7.0,5.0,7.0,7.0,5.0,0.0,0.0,2.0,,112,7,75,14,41,31,,,,27,45,16,29,,,,,,7.0,4.0,8.0,7.0,,1.0,2,,60.0,51.0,0.41,20,17,23,16,cassandra,False
6379,Public Class,org.apache.cassandra.net.ResponseVerbHandler,5.0,5.0,5.0,1.0,26.0,2.0,24.0,0.0,2.0,6.0,6.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,48,3,28,6,16,17,,,,11,17,6,11,,,,,,5.0,5.0,5.0,1.0,,1.0,2,,0.0,0.0,0.61,5,5,5,1,cassandra,False
6388,Public Class,org.apache.cassandra.net.sink.SinkManager,2.0,2.0,2.0,2.0,8.0,0.0,8.0,0.0,1.0,2.0,2.0,0.0,,4.0,1.0,,,,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,59,6,36,6,17,17,,,,11,24,8,16,,,,,,4.0,4.0,4.0,4.0,,1.0,2,,0.0,0.0,0.47,10,10,10,10,cassandra,False
6397,Public Class,org.apache.cassandra.notifications.SSTableAddedNotification,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,8,0,8,3,1,0,,,,2,4,3,1,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.0,1,1,1,1,cassandra,False
6399,Public Class,org.apache.cassandra.notifications.SSTableListChangedNotification,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,,13,1,12,5,3,0,,,,6,8,5,3,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.0,1,1,1,1,cassandra,False
6405,Public Class,org.apache.cassandra.scheduler.NoScheduler,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,15,4,7,5,0,4,,,,0,5,5,0,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.57,4,4,4,4,cassandra,False
6410,Public Class,org.apache.cassandra.scheduler.RoundRobinScheduler,2.0,2.0,2.0,1.0,15.0,0.0,13.0,0.0,2.0,2.0,2.0,0.0,,0.0,1.0,,,,7.0,5.0,7.0,7.0,1.0,3.0,0.0,3.0,,138,16,103,22,51,19,,,,42,60,24,36,,,,,,4.0,4.0,4.0,4.0,,1.0,3,,62.0,48.0,0.18,16,16,17,12,cassandra,False
6440,Public Class,org.apache.cassandra.security.SSLFactory,1.0,1.0,1.0,1.0,13.0,0.0,12.0,0.0,1.0,2.0,2.0,0.0,,6.0,1.0,,,,0.0,0.0,6.0,6.0,0.0,2.0,0.0,4.0,,94,10,77,29,47,7,,,,46,55,29,26,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,0.0,0.0,0.09,8,8,8,6,cassandra,False
6481,Public Class,org.apache.cassandra.service.AntiEntropyService,2.0,2.0,3.0,1.0,18.0,0.0,14.0,3.0,1.0,16.0,16.0,0.0,,1.0,3.0,,,,6.0,1.0,7.0,7.0,3.0,1.0,1.0,2.0,,1139,130,807,201,388,203,,,,329,495,211,284,,,,,,7.0,7.0,8.0,3.0,,1.0,2,,57.0,57.0,0.25,20,20,21,11,cassandra,False
6590,Public Class,org.apache.cassandra.service.AsyncRepairCallback,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,2.0,5.0,5.0,0.0,,0.0,0.0,,,,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,,32,3,29,7,10,0,,,,9,15,8,7,,,,,,2.0,2.0,2.0,1.0,,1.0,0,,44.0,44.0,0.0,4,4,4,3,cassandra,False
6596,Public Class,org.apache.cassandra.service.CacheService,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,11.0,11.0,0.0,,0.0,4.0,,,,29.0,4.0,29.0,29.0,0.0,3.0,0.0,26.0,,274,58,189,54,79,27,,,,73,110,52,58,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,72.0,68.0,0.14,36,36,36,29,cassandra,False
6666,Public Class,org.apache.cassandra.service.ClientState,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,1.0,13.0,13.0,0.0,,3.0,3.0,,,,18.0,7.0,21.0,21.0,0.0,5.0,0.0,16.0,,249,37,172,43,90,41,,,,72,109,43,66,,,,,,4.0,4.0,4.0,1.0,,1.0,1,,85.0,78.0,0.24,35,35,36,21,cassandra,False
6702,Public Class,org.apache.cassandra.service.DatacenterSyncWriteResponseHandler,2.0,2.0,2.0,1.0,12.0,1.0,10.0,0.0,1.0,8.0,8.0,0.0,,1.0,2.0,,,,4.0,2.0,5.0,10.0,0.0,0.0,1.0,4.0,,86,14,62,16,29,10,,,,21,40,19,21,,,,,,6.0,6.0,6.0,3.0,,2.0,2,,50.0,30.0,0.16,14,14,14,7,cassandra,False
6708,Public Class,org.apache.cassandra.service.DatacenterWriteResponseHandler,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,8.0,8.0,0.0,,1.0,2.0,,,,4.0,0.0,5.0,18.0,0.0,0.0,2.0,3.0,,62,9,47,14,16,6,,,,12,24,11,13,,,,,,4.0,4.0,5.0,1.0,,3.0,2,,0.0,0.0,0.13,10,10,12,5,cassandra,False
6714,Public Class,org.apache.cassandra.service.DigestMismatchException,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,27,0,10,2,4,17,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,1.7,1,1,1,1,cassandra,False
6716,Public Class,org.apache.cassandra.service.EmbeddedCassandraService,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,32,4,10,3,3,18,,,,4,6,3,3,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,1.8,1,1,1,1,cassandra,False
6718,Public Class,org.apache.cassandra.service.GCInspector,5.0,5.0,6.0,2.0,30.0,3.0,26.0,1.0,1.0,6.0,6.0,0.0,,0.0,5.0,,,,3.0,5.0,3.0,3.0,0.0,1.0,0.0,2.0,,111,17,92,31,61,3,,,,45,66,32,34,,,,,,12.0,12.0,13.0,4.0,,1.0,3,,53.0,53.0,0.03,17,17,18,6,cassandra,False
6737,Public Class,org.apache.cassandra.service.IndexScanVerbHandler,3.0,3.0,3.0,1.0,21.0,0.0,21.0,0.0,2.0,7.0,7.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,26,1,25,9,15,0,,,,9,13,8,5,,,,,,3.0,3.0,3.0,1.0,,1.0,2,,0.0,0.0,0.0,3,3,3,1,cassandra,False
6739,Public Class,org.apache.cassandra.service.LoadBroadcaster,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,2.0,6.0,6.0,0.0,,0.0,3.0,,,,9.0,1.0,9.0,9.0,0.0,1.0,0.0,8.0,,81,12,50,17,20,19,,,,15,29,17,12,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,66.0,55.0,0.38,11,11,11,9,cassandra,False
6751,Public Class,org.apache.cassandra.service.MigrationManager,2.0,2.0,2.0,1.0,13.0,1.0,9.0,3.0,2.0,32.0,32.0,0.0,,18.0,5.0,,,,6.0,0.0,24.0,24.0,0.0,6.0,0.0,18.0,,432,67,275,63,151,91,,,,109,173,66,107,,,,,,8.0,8.0,8.0,5.0,,1.0,4,,0.0,0.0,0.33,51,51,54,34,cassandra,False
6787,Public Class,org.apache.cassandra.service.PendingRangeCalculatorService,4.0,4.0,4.0,1.0,31.0,4.0,18.0,9.0,1.0,11.0,11.0,0.0,,1.0,2.0,,,,3.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,,169,23,92,23,52,55,,,,36,64,29,35,,,,,,11.0,11.0,13.0,3.0,,2.0,2,,50.0,50.0,0.6,17,17,19,6,cassandra,False
6794,Public Class,org.apache.cassandra.service.PendingRangeCalculatorServiceMBean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20,0,3,1,0,17,,,,0,1,1,0,,,,,,0.0,0.0,0.0,0.0,,1.0,0,,0.0,0.0,5.67,0,0,0,0,cassandra,False
6795,Public Class,org.apache.cassandra.service.RangeSliceResponseResolver,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,8.0,8.0,0.0,,0.0,2.0,,,,8.0,4.0,8.0,8.0,0.0,0.0,0.0,8.0,,156,19,110,37,47,27,,,,44,68,38,30,,,,,,3.0,3.0,3.0,1.0,,1.0,1,,78.0,78.0,0.25,10,10,10,8,cassandra,False
6813,Public Class,org.apache.cassandra.service.RangeSliceVerbHandler,3.0,3.0,3.0,1.0,15.0,0.0,14.0,0.0,2.0,10.0,10.0,0.0,,1.0,1.0,,,,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,,54,3,33,9,18,18,,,,12,19,9,10,,,,,,4.0,4.0,4.0,1.0,,1.0,2,,0.0,0.0,0.55,6,6,6,2,cassandra,False
6832,Public Class,org.apache.cassandra.service.RepairCallback,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,2.0,7.0,7.0,0.0,,0.0,0.0,,,,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,,55,6,41,12,16,8,,,,16,24,12,12,,,,,,3.0,3.0,3.0,1.0,,1.0,1,,52.0,52.0,0.2,8,8,8,5,cassandra,False
6838,Public Class,org.apache.cassandra.service.RowDigestResolver,4.0,4.0,4.0,2.0,19.0,1.0,15.0,2.0,1.0,4.0,4.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,9.0,0.0,0.0,0.0,4.0,,111,8,66,12,35,37,,,,20,41,15,26,,,,,,10.0,10.0,10.0,3.0,,2.0,4,,0.0,0.0,0.56,17,17,17,8,cassandra,False
