getRandomID: JDBCBench.java: org.hsqldb.test Diff:143
getMaxRows: Session.java: org.hsqldb Diff:4
newCommandSet: Token.java: org.hsqldb Diff:61
readTimestamp: RowInputText.java: org.hsqldb.rowio Diff:15
getTime: HsqlDateTime.java: org.hsqldb Diff:2
resolveTables: Expression.java: org.hsqldb Diff:153
bind: CompiledStatement.java: org.hsqldb Diff:1
getNewColumnCheckList: Table.java: org.hsqldb Diff:52
load: HsqlDatabaseProperties.java: org.hsqldb Diff:1
supportsMinimumSQLGrammar: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getCache: Logger.java: org.hsqldb Diff:5
getUpdatedNode: Node.java: org.hsqldb Diff:3
readTerm: Parser.java: org.hsqldb Diff:115
writeOther: RowOutputText.java: org.hsqldb.rowio Diff:6
action: QueryTool.java: org.hsqldb.util Diff:27
newRowOutput: RowOutputBase.java: org.hsqldb.rowio Diff:1
error: Trace.java: org.hsqldb Diff:14
getColSqlDateTimeSub: DITableInfo.java: org.hsqldb Diff:68
testValueList: Expression.java: org.hsqldb Diff:136
writeSmallint: RowOutputText.java: org.hsqldb.rowio Diff:8
error: Trace.java: org.hsqldb Diff:22
getDatabase: DatabaseManager.java: org.hsqldb Diff:8
createConnection: ConnectionDialog.java: org.hsqldb.util Diff:1
checkIndexExists: DatabaseCommandInterpreter.java: org.hsqldb Diff:467
keyReleased: ZaurusConnectionDialog.java: org.hsqldb.util Diff:30
insertTestData: DatabaseManagerSwing.java: org.hsqldb.util Diff:10
getBundleHandle: BundleHandler.java: org.hsqldb.resources Diff:4
writeBit: RowOutputText.java: org.hsqldb.rowio Diff:8
getValue: Function.java: org.hsqldb Diff:11
setLastIdentity: Session.java: org.hsqldb Diff:3
getStatementType: Result.java: org.hsqldb Diff:24
processScript: DatabaseCommandInterpreter.java: org.hsqldb Diff:33
readVarString: RowInputText.java: org.hsqldb.rowio Diff:9
main: SqlTool.java: org.hsqldb.util Diff:51
closeLog: Log.java: org.hsqldb Diff:32
dropIndex: TableWorks.java: org.hsqldb Diff:72
canBeInOrderBy: Expression.java: org.hsqldb Diff:181
createIndexStructureGetNo: Table.java: org.hsqldb Diff:47
getPrecision: DITypeInfo.java: org.hsqldb Diff:9
finalize: Database.java: org.hsqldb Diff:28
getCatalogs: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:3
getNextConstraintIndex: Table.java: org.hsqldb Diff:11
getAsValue: Tokenizer.java: org.hsqldb Diff:10
getAlias: Expression.java: org.hsqldb Diff:163
setBalance: DiskNode.java: org.hsqldb Diff:7
initGUI: Transfer.java: org.hsqldb.util Diff:77
printServerOnlineMessage: Server.java: org.hsqldb Diff:32
updateTableIndexRoots: DataFileDefrag.java: org.hsqldb Diff:22
getIdentityColumn: Table.java: org.hsqldb Diff:32
setObject: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:9
supportsSubqueriesInIns: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getSearchability: DITypeInfo.java: org.hsqldb Diff:13
setState: Database.java: org.hsqldb Diff:92
read: Parser.java: org.hsqldb Diff:124
getMaxIndexLength: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
isNumberType: Types.java: org.hsqldb Diff:11
writeIntData: RowOutputTextLog.java: org.hsqldb.rowio Diff:47
endDataTransfer: OracleTransferHelper.java: org.hsqldb.util Diff:16
isDeleted: Row.java: org.hsqldb Diff:2
writeSize: RowOutputTextLog.java: org.hsqldb.rowio Diff:20
setProperty: HsqlDatabaseProperties.java: org.hsqldb Diff:22
initGUI: ZaurusTableForm.java: org.hsqldb.util Diff:89
getConnectionThreadName: WebServerConnection.java: org.hsqldb Diff:77
checkConvertString: RowOutputText.java: org.hsqldb.rowio Diff:7
getSqlDateTimeSub: DITypeInfo.java: org.hsqldb Diff:46
updateResult: DatabaseManagerSwing.java: org.hsqldb.util Diff:62
Exit: Transfer.java: org.hsqldb.util Diff:76
getAutoCommitStatement: Session.java: org.hsqldb Diff:27
processSQL: SqlFile.java: org.hsqldb.util Diff:121
getConnectStatement: User.java: org.hsqldb Diff:52
revokeDbObject: User.java: org.hsqldb Diff:6
fetchColumns: ZaurusTableForm.java: org.hsqldb.util Diff:60
initGUI: DatabaseManagerSwing.java: org.hsqldb.util Diff:120
setLogWriter: jdbcDataSource.java: org.hsqldb.jdbc Diff:2
keySet: IntKeyHashMap.java: org.hsqldb.lib Diff:1
getInternalConnectionURL: Session.java: org.hsqldb Diff:58
getDate: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
releaseImpl: NIOLockFile.java: org.hsqldb Diff:13
SYSTEM_PROCEDURECOLUMNS: DatabaseInformationMain.java: org.hsqldb Diff:48
keyReleased: DatabaseManagerSwing.java: org.hsqldb.util Diff:17
stdprintln: SqlFile.java: org.hsqldb.util Diff:108
keySet: HashMap.java: org.hsqldb.lib Diff:3
readUTF: StringConverter.java: org.hsqldb.lib Diff:19
showResultInText: DatabaseManagerSwing.java: org.hsqldb.util Diff:107
windowOpened: QueryTool.java: org.hsqldb.util Diff:60
windowClosed: Transfer.java: org.hsqldb.util Diff:53
writeFieldType: RowOutputText.java: org.hsqldb.rowio Diff:12
checkCascadeDelete: Table.java: org.hsqldb Diff:69
stdprintln: SqlFile.java: org.hsqldb.util Diff:111
getTimeString: HsqlDateTime.java: org.hsqldb Diff:7
getParameterTypeNr: Types.java: org.hsqldb Diff:11
readInteger: RowInputText.java: org.hsqldb.rowio Diff:8
supportsLimitedOuterJoins: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getConstraintForIndex: Table.java: org.hsqldb Diff:10
clearElementArrays: BaseHashMap.java: org.hsqldb.store Diff:4
reportDone: JDBCBench.java: org.hsqldb.test Diff:54
supportsCatalogsInTableDefinitions: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
setDefaultColor: CommonSwing.java: org.hsqldb.util Diff:33
asciiToUnicode: StringConverter.java: org.hsqldb.lib Diff:17
processAlter: DatabaseCommandInterpreter.java: org.hsqldb Diff:287
propertyNames: HsqlProperties.java: org.hsqldb Diff:13
setAutoCommit: jdbcConnection.java: org.hsqldb.jdbc Diff:7
execute: DatabaseManager.java: org.hsqldb.util Diff:67
write: BaseMemoryNode.java: org.hsqldb Diff:5
testStatement: DatabaseManagerCommon.java: org.hsqldb.util Diff:12
readBigint: RowInputBinary.java: org.hsqldb.rowio Diff:14
getMain: Constraint.java: org.hsqldb Diff:1
processAlterIndexRename: DatabaseCommandInterpreter.java: org.hsqldb Diff:509
find: ArrayUtil.java: org.hsqldb.lib Diff:1
getSignature: DIProcedureInfo.java: org.hsqldb Diff:12
supportsCorrelatedSubqueries: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
writeInteger: RowOutputTextLog.java: org.hsqldb.rowio Diff:26
processCreateSequence: DatabaseCommandInterpreter.java: org.hsqldb Diff:548
supportsMultipleTransactions: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
concat: Column.java: org.hsqldb Diff:4
reset: CompiledStatementManager.java: org.hsqldb Diff:5
execute: TransferSQLText.java: org.hsqldb.util Diff:4
similarTo: Expression.java: org.hsqldb Diff:188
describeParameters: CompiledStatement.java: org.hsqldb Diff:19
SYSTEM_USAGE_PRIVILEGES: DatabaseInformationFull.java: org.hsqldb Diff:500
shutdown: Server.java: org.hsqldb Diff:6
getColumns: Index.java: org.hsqldb Diff:1
setDefaultExpression: Table.java: org.hsqldb Diff:34
read: HSQLClientConnection.java: org.hsqldb Diff:3
getFileLines: CodeSwitcher.java: org.hsqldb.util Diff:12
keySet: IntValueHashMap.java: org.hsqldb.lib Diff:10
nextLookup: BaseHashMap.java: org.hsqldb.store Diff:4
iterator: GroupedResult.java: org.hsqldb Diff:10
compareRows: Index.java: org.hsqldb Diff:76
windowIconified: DatabaseManager.java: org.hsqldb.util Diff:61
main: DatabaseManager.java: org.hsqldb.util Diff:10
getRowCount: Table.java: org.hsqldb Diff:128
getPrimaryKeysString: ZaurusTableForm.java: org.hsqldb.util Diff:5
getId: HSQLClientConnection.java: org.hsqldb Diff:3
setPartMarker: Tokenizer.java: org.hsqldb Diff:11
addMenu: DatabaseManagerSwing.java: org.hsqldb.util Diff:13
defrag: DataFileCache.java: org.hsqldb Diff:32
closeQueryOutputStream: SqlFile.java: org.hsqldb.util Diff:146
insertTestData: DatabaseManager.java: org.hsqldb.util Diff:9
newSession: DatabaseManager.java: org.hsqldb Diff:12
getPropertyInfo: jdbcDriver.java: org.hsqldb Diff:8
writeTableToDataFile: DataFileDefrag.java: org.hsqldb Diff:55
next: TableFilter.java: org.hsqldb Diff:24
dateValue: HsqlDateTime.java: org.hsqldb Diff:8
isClosed: Session.java: org.hsqldb Diff:3
readLongData: RowInputBinary.java: org.hsqldb.rowio Diff:5
isClosed: HSQLClientConnection.java: org.hsqldb Diff:1
close: jdbcResultSet.java: org.hsqldb.jdbc Diff:1
writeSessionId: ScriptWriterBinary.java: org.hsqldb.scriptio Diff:25
getOrAddDate: ValuePoolHashMap.java: org.hsqldb.store Diff:26
database: Library.java: org.hsqldb Diff:29
logTableDDL: DatabaseCommandInterpreter.java: org.hsqldb Diff:627
setParameters: CompiledStatement.java: org.hsqldb Diff:6
getData: GridSwing.java: org.hsqldb.util Diff:2
main: FindFile.java: org.hsqldb.sample Diff:8
getRow: Node.java: org.hsqldb Diff:2
windowActivated: Transfer.java: org.hsqldb.util Diff:53
readDate: RowInputBinary.java: org.hsqldb.rowio Diff:23
getKey: Node.java: org.hsqldb Diff:2
insertFromScript: Table.java: org.hsqldb Diff:40
delete: CachedRow.java: org.hsqldb Diff:1
initParams: Cache.java: org.hsqldb Diff:5
toCsvValue: CSVWriter.java: org.hsqldb.util Diff:5
mergeKeepUpdate: Table.java: org.hsqldb Diff:99
findPubSchemaTable: DINameSpace.java: org.hsqldb Diff:9
getCurrentDate: Session.java: org.hsqldb Diff:50
byteToHex: StringConverter.java: org.hsqldb.lib Diff:3
readInt: NIOScaledRAFile.java: org.hsqldb Diff:13
getLong: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
getDDL: Expression.java: org.hsqldb Diff:130
clearParameters: Parser.java: org.hsqldb Diff:131
executeCallStatement: CompiledStatementExecutor.java: org.hsqldb Diff:1
setBuf: SqlFile.java: org.hsqldb.util Diff:123
readFile: DatabaseManagerCommon.java: org.hsqldb.util Diff:5
hasLog: Logger.java: org.hsqldb Diff:6
equals: TextTable.java: org.hsqldb Diff:6
readIntData: RowInputBase.java: org.hsqldb.rowio Diff:2
nextRow: ZaurusTableForm.java: org.hsqldb.util Diff:7
getValueAt: GridSwing.java: org.hsqldb.util Diff:3
parseCaseWhen: Parser.java: org.hsqldb Diff:114
printRequest: Server.java: org.hsqldb Diff:37
resetStatements: CompiledStatementManager.java: org.hsqldb Diff:10
getDDL: TriggerDef.java: org.hsqldb Diff:29
getTableDDL: DatabaseScript.java: org.hsqldb Diff:225
writeLogStatement: ScriptWriterBinary.java: org.hsqldb.scriptio Diff:25
processPost: WebServerConnection.java: org.hsqldb Diff:16
toString: CompiledStatement.java: org.hsqldb Diff:18
createBorderPanel: Transfer.java: org.hsqldb.util Diff:78
getUsername: Session.java: org.hsqldb Diff:4
initParams: TextCache.java: org.hsqldb Diff:23
updateAggregatingValue: Expression.java: org.hsqldb Diff:140
rename: DatabaseObjectNames.java: org.hsqldb Diff:4
resetLastButtonDelete: ZaurusEditor.java: org.hsqldb.util Diff:37
getStatementID: CompiledStatementManager.java: org.hsqldb Diff:11
supportsNonNullableColumns: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getString: Tokenizer.java: org.hsqldb Diff:18
stringArrayToString: ExecHarness.java: org.hsqldb.test Diff:15
appendSubqueries: CompiledStatement.java: org.hsqldb Diff:43
formatResultSet: QueryTool.java: org.hsqldb.util Diff:35
getMaxColumnNameLength: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
newRowInput: RowInputBase.java: org.hsqldb.rowio Diff:1
generatePKWhere: ZaurusTableForm.java: org.hsqldb.util Diff:77
formatTableName: SqlServerTransferHelper.java: org.hsqldb.util Diff:2
getBigDecimal: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
hashCode: Binary.java: org.hsqldb.types Diff:1
readDecimal: RowInputBase.java: org.hsqldb.rowio Diff:2
fixupColumnDefWrite: TransferHelper.java: org.hsqldb.util Diff:11
isShutdown: Database.java: org.hsqldb Diff:10
trace: ScriptTool.java: org.hsqldb.util Diff:25
readFactor: Parser.java: org.hsqldb Diff:141
main: ShutdownServer.java: org.hsqldb.util Diff:11
isFixedConstant: Expression.java: org.hsqldb Diff:132
wasNio: NIOScaledRAFile.java: org.hsqldb Diff:19
update: Table.java: org.hsqldb Diff:118
supportsOrderByUnrelated: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
deTerminated: SqlFile.java: org.hsqldb.util Diff:27
SYSTEM_CHECK_ROUTINE_USAGE: DatabaseInformationFull.java: org.hsqldb Diff:577
getProperties: Database.java: org.hsqldb Diff:10
isIntegral: HsqlDatabaseProperties.java: org.hsqldb Diff:22
SYSTEM_INDEXINFO: DatabaseInformationMain.java: org.hsqldb Diff:50
usesLocalFilePerTable: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
getSchemaName: DINameSpace.java: org.hsqldb Diff:27
exec: ExecHarness.java: org.hsqldb.test Diff:11
remove: IntKeyHashMap.java: org.hsqldb.lib Diff:1
actionPerformed: DatabaseManager.java: org.hsqldb.util Diff:56
add: Column.java: org.hsqldb Diff:6
supportsANSI92EntryLevelSQL: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
fixupColumnDefWrite: PostgresTransferHelper.java: org.hsqldb.util Diff:16
trimStatement: View.java: org.hsqldb Diff:6
findUserTable: Database.java: org.hsqldb Diff:21
iterateVisibleSchemaNames: DINameSpace.java: org.hsqldb Diff:5
free: TextCache.java: org.hsqldb Diff:61
updateResult: DatabaseManager.java: org.hsqldb.util Diff:70
getColumnCount: Table.java: org.hsqldb Diff:32
readTableInit: ScriptReaderBinary.java: org.hsqldb.scriptio Diff:9
iterateAllAccessibleMethods: DINameSpace.java: org.hsqldb Diff:62
isReadOnlyDatabaseFiles: Library.java: org.hsqldb Diff:29
getDefaultValue: Column.java: org.hsqldb Diff:1
setAttribute: HSQLClientConnection.java: org.hsqldb Diff:5
duplicate: TextTable.java: org.hsqldb Diff:13
newRowOutput: RowOutputBase.java: org.hsqldb.rowio Diff:1
setScriptType: Logger.java: org.hsqldb Diff:1
getType: Tokenizer.java: org.hsqldb Diff:2
getIndexName: DITableInfo.java: org.hsqldb Diff:71
initGUI: DatabaseManager.java: org.hsqldb.util Diff:135
stdprintln: SqlFile.java: org.hsqldb.util Diff:119
getColumnName: Expression.java: org.hsqldb Diff:142
getDIType: Column.java: org.hsqldb Diff:2
getAggregatedValue: Function.java: org.hsqldb Diff:14
transferRow: TransferSQLText.java: org.hsqldb.util Diff:25
fillPath: FindFile.java: org.hsqldb.sample Diff:25
makeRow: Cache.java: org.hsqldb Diff:5
reset: RowOutputBinary.java: org.hsqldb.rowio Diff:39
add: Cache.java: org.hsqldb Diff:5
run: WebServerConnection.java: org.hsqldb Diff:12
dropTrigger: Database.java: org.hsqldb Diff:91
windowDeiconified: DatabaseManager.java: org.hsqldb.util Diff:61
getAttributes: Session.java: org.hsqldb Diff:59
processAlterTableAddForeignKeyConstraint: DatabaseCommandInterpreter.java: org.hsqldb Diff:632
doPost: Servlet.java: org.hsqldb Diff:36
writeCommit: Logger.java: org.hsqldb Diff:3
formatName: TransferHelper.java: org.hsqldb.util Diff:1
tableForIndexName: DINameSpace.java: org.hsqldb Diff:35
getBoolean: BooleanConverter.java: org.hsqldb.lib Diff:1
getSize: Column.java: org.hsqldb Diff:2
readSmallint: RowInputBase.java: org.hsqldb.rowio Diff:2
processCreateConstraints: DatabaseCommandInterpreter.java: org.hsqldb Diff:188
replace: Index.java: org.hsqldb Diff:66
setColumnName: Expression.java: org.hsqldb Diff:164
hasColumn: Constraint.java: org.hsqldb Diff:9
getInsertColumnValueExpressions: Parser.java: org.hsqldb Diff:141
setDataType: Expression.java: org.hsqldb Diff:196
checkViewIsInView: Database.java: org.hsqldb Diff:59
dropIndex: Database.java: org.hsqldb Diff:30
getGrantedClassNames: UserManager.java: org.hsqldb Diff:32
readInteger: RowInputBinary.java: org.hsqldb.rowio Diff:12
run: ServerConnection.java: org.hsqldb Diff:18
addDatabaseObject: DatabaseManager.java: org.hsqldb Diff:11
writeTimestamp: RowOutputTextLog.java: org.hsqldb.rowio Diff:51
shift: ExecHarness.java: org.hsqldb.test Diff:9
windowActivated: DatabaseManager.java: org.hsqldb.util Diff:60
getMinScaleAct: DITypeInfo.java: org.hsqldb Diff:7
getSession: DatabaseManager.java: org.hsqldb Diff:10
init: Transfer.java: org.hsqldb.util Diff:1
convertToType: TransferHelper.java: org.hsqldb.util Diff:1
createLabel: ConnectionDialogSwing.java: org.hsqldb.util Diff:53
addOrRemove: BaseHashMap.java: org.hsqldb.store Diff:7
getColScopeCat: DITableInfo.java: org.hsqldb Diff:53
prepareUnions: Select.java: org.hsqldb Diff:8
windowClosing: QueryTool.java: org.hsqldb.util Diff:60
actionPerformed: ZaurusTableForm.java: org.hsqldb.util Diff:35
isReadOnly: DITableInfo.java: org.hsqldb Diff:84
SYSTEM_SESSIONS: DatabaseInformationFull.java: org.hsqldb Diff:242
getParent: Node.java: org.hsqldb Diff:2
createLabel: Transfer.java: org.hsqldb.util Diff:78
rollback: Session.java: org.hsqldb Diff:13
getTimestamp: HsqlDateTime.java: org.hsqldb Diff:6
getAggregatedValue: Expression.java: org.hsqldb Diff:143
writeTimestamp: RowOutputBinary.java: org.hsqldb.rowio Diff:30
sortResult: Select.java: org.hsqldb Diff:8
decompressFile: ZipUnzipFile.java: org.hsqldb.lib Diff:16
CatalogToSelect: Transfer.java: org.hsqldb.util Diff:6
getFreePos: Cache.java: org.hsqldb Diff:1
listGrantedTablePrivileges: User.java: org.hsqldb Diff:18
closeAllSessions: SessionManager.java: org.hsqldb Diff:7
getWords: ZaurusEditor.java: org.hsqldb.util Diff:28
getRow: Table.java: org.hsqldb Diff:118
getIndexOrderValue: Index.java: org.hsqldb Diff:79
getBigDecimal: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
getRandomInt: JDBCBench.java: org.hsqldb.test Diff:144
processCommit: DatabaseCommandInterpreter.java: org.hsqldb Diff:434
spaces: SqlFile.java: org.hsqldb.util Diff:122
throwError: jdbcUtil.java: org.hsqldb.jdbc Diff:6
deleteNoCheckRollback: Table.java: org.hsqldb Diff:111
compileUpdateStatement: Parser.java: org.hsqldb Diff:154
values: IntKeyIntValueHashMap.java: org.hsqldb.lib Diff:7
isFromLeft: Node.java: org.hsqldb Diff:3
getRefIndex: Constraint.java: org.hsqldb Diff:1
writeEnd: RowOutputTextLog.java: org.hsqldb.rowio Diff:8
hasTable: View.java: org.hsqldb Diff:16
getFkName: Constraint.java: org.hsqldb Diff:1
checkpoint: Log.java: org.hsqldb Diff:12
supportsANSI92IntermediateSQL: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
setIndexRoots: TextTable.java: org.hsqldb Diff:13
withoutCatalog: DINameSpace.java: org.hsqldb Diff:35
writeMulti: Result.java: org.hsqldb Diff:18
getReference: jdbcDataSource.java: org.hsqldb.jdbc Diff:2
restoreBackup: Log.java: org.hsqldb Diff:28
resolveSelectTableFilter: Parser.java: org.hsqldb Diff:123
getStringFunctions: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:9
writeEnd: RowOutputBase.java: org.hsqldb.rowio Diff:1
compileDeleteStatement: Parser.java: org.hsqldb Diff:134
deserialize: InOutUtil.java: org.hsqldb.lib Diff:4
writeSessionId: ScriptWriterText.java: org.hsqldb.scriptio Diff:17
windowDeiconified: QueryTool.java: org.hsqldb.util Diff:60
getArguments: Function.java: org.hsqldb Diff:17
close: TextCache.java: org.hsqldb Diff:50
getToday: HsqlDateTime.java: org.hsqldb Diff:5
read: HTTPClientConnection.java: org.hsqldb Diff:6
setConnectionAttrType: Result.java: org.hsqldb Diff:24
writeInt: NIOScaledRAFile.java: org.hsqldb Diff:16
newRowOutput: RowOutputBase.java: org.hsqldb.rowio Diff:1
isBuiltin: DINameSpace.java: org.hsqldb Diff:33
writeByteArray: RowOutputBinary.java: org.hsqldb.rowio Diff:32
asciiToUnicode: StringConverter.java: org.hsqldb.lib Diff:18
rollback: jdbcConnection.java: org.hsqldb.jdbc Diff:6
nextDMLSCN: Database.java: org.hsqldb Diff:92
newNode: Node.java: org.hsqldb Diff:1
testStatement: DatabaseManagerCommon.java: org.hsqldb.util Diff:12
getBytes: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
sqlException: jdbcUtil.java: org.hsqldb.jdbc Diff:9
readSingleColumnResult: ScriptReaderBinary.java: org.hsqldb.scriptio Diff:4
cleanUp: Cache.java: org.hsqldb Diff:2
initTypes: TransferTable.java: org.hsqldb.util Diff:98
writeDate: RowOutputText.java: org.hsqldb.rowio Diff:8
setRightExpression: Expression.java: org.hsqldb Diff:135
createSQLString: Column.java: org.hsqldb Diff:95
getNullability: DITypeInfo.java: org.hsqldb Diff:8
writeReal: RowOutputTextLog.java: org.hsqldb.rowio Diff:6
isCached: Table.java: org.hsqldb Diff:125
recompileStatement: Session.java: org.hsqldb Diff:51
setTableName: Expression.java: org.hsqldb Diff:164
isIndexNonUnique: DITableInfo.java: org.hsqldb Diff:82
getDefaultWebPage: WebServer.java: org.hsqldb Diff:14
isConditional: Expression.java: org.hsqldb Diff:168
getExtraNameCharacters: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
setReadOnly: Session.java: org.hsqldb Diff:27
actionPerformed: QueryTool.java: org.hsqldb.util Diff:60
getRemark: DITableInfo.java: org.hsqldb Diff:76
getLastIdentity: Session.java: org.hsqldb Diff:3
getArgType: Function.java: org.hsqldb Diff:12
writeDecimal: RowOutputBase.java: org.hsqldb.rowio Diff:1
getResult: GroupedResult.java: org.hsqldb Diff:10
getIndexRoots: Table.java: org.hsqldb Diff:40
shutdownAllTextCaches: Log.java: org.hsqldb Diff:51
compare: Column.java: org.hsqldb Diff:20
setPartMarker: Tokenizer.java: org.hsqldb Diff:11
init: Servlet.java: org.hsqldb Diff:7
processAlterTableAddCheckConstraint: DatabaseCommandInterpreter.java: org.hsqldb Diff:634
setLocale: DITableInfo.java: org.hsqldb Diff:1
resolveOrderByColumnIndex: Parser.java: org.hsqldb Diff:144
isSys: User.java: org.hsqldb Diff:4
readToken: Parser.java: org.hsqldb Diff:126
getValue: Expression.java: org.hsqldb Diff:143
setChanged: ZaurusChoice.java: org.hsqldb.util Diff:3
openLog: Logger.java: org.hsqldb Diff:2
toString: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:37
deRegisterServer: DatabaseManager.java: org.hsqldb Diff:29
getDatabaseProductVersion: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
delete: Node.java: org.hsqldb Diff:2
toStringImpl: jdbcColumnMetaData.java: org.hsqldb.jdbc Diff:7
describeResult: Select.java: org.hsqldb Diff:121
getString: BundleHandler.java: org.hsqldb.resources Diff:5
get: HashSet.java: org.hsqldb.lib Diff:2
compare: SubQuery.java: org.hsqldb Diff:6
parseSelect: Parser.java: org.hsqldb Diff:74
createCheckConstraint: TableWorks.java: org.hsqldb Diff:60
execute: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:6
writeByteArray: RowOutputText.java: org.hsqldb.rowio Diff:8
getRightsArraySub: UserManager.java: org.hsqldb Diff:5
printError: CodeSwitcher.java: org.hsqldb.util Diff:19
setEndTranType: Result.java: org.hsqldb Diff:24
getLineNumber: RowInputText.java: org.hsqldb.rowio Diff:21
writeInteger: RowOutputBase.java: org.hsqldb.rowio Diff:1
beginTransfer: SqlServerTransferHelper.java: org.hsqldb.util Diff:7
newNode: Node.java: org.hsqldb Diff:2
checkReadWrite: Session.java: org.hsqldb Diff:1
getDatabaseURIs: DatabaseManager.java: org.hsqldb Diff:5
main: SqlToolHarness.java: org.hsqldb.test Diff:4
setSource: RowInputText.java: org.hsqldb.rowio Diff:3
storesLowerCaseQuotedIdentifiers: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
compressFile: ZipUnzipFile.java: org.hsqldb.lib Diff:8
insert: Table.java: org.hsqldb Diff:44
isBoolean: HsqlDatabaseProperties.java: org.hsqldb Diff:21
toStringImpl: CompiledStatement.java: org.hsqldb Diff:31
readChar: RowInputBinary.java: org.hsqldb.rowio Diff:8
supportsCatalogsInPrivilegeDefinitions: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
pad: SqlFile.java: org.hsqldb.util Diff:122
removeObject: BaseHashMap.java: org.hsqldb.store Diff:12
addOrRemove: BaseHashMap.java: org.hsqldb.store Diff:5
setLogSize: Logger.java: org.hsqldb Diff:2
getImport: QueryTool.java: org.hsqldb.util Diff:49
addToRecent: DatabaseManagerSwing.java: org.hsqldb.util Diff:112
keyPressed: DatabaseManager.java: org.hsqldb.util Diff:12
getDefinedAlias: Expression.java: org.hsqldb Diff:164
close: NIOScaledRAFile.java: org.hsqldb Diff:19
getTables: TransferSQLText.java: org.hsqldb.util Diff:77
getDeleteAction: Constraint.java: org.hsqldb Diff:1
getTypeCode: DITypeInfo.java: org.hsqldb Diff:46
reset: Parser.java: org.hsqldb Diff:1
nullsAreSortedAtStart: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:3
readString: RowInputBinary.java: org.hsqldb.rowio Diff:8
createUser: UserManager.java: org.hsqldb Diff:10
checkResolved: Expression.java: org.hsqldb Diff:159
_main: Transfer.java: org.hsqldb.util Diff:19
writeType: RowOutputBinary.java: org.hsqldb.rowio Diff:6
revoke: User.java: org.hsqldb Diff:5
showHelp: DatabaseManagerSwing.java: org.hsqldb.util Diff:57
writeIntData: RowOutputBase.java: org.hsqldb.rowio Diff:1
isUnique: Index.java: org.hsqldb Diff:1
setBalance: BaseMemoryNode.java: org.hsqldb Diff:7
dereference: SqlFile.java: org.hsqldb.util Diff:57
get: IntKeyIntValueHashMap.java: org.hsqldb.lib Diff:3
getPos: RowInputBase.java: org.hsqldb.rowio Diff:1
mouseDown: Tree.java: org.hsqldb.util Diff:4
readDecimal: RowInputBinary.java: org.hsqldb.rowio Diff:17
isFilesInJar: Database.java: org.hsqldb Diff:13
SYSTEM_TABLETYPES: DatabaseInformationMain.java: org.hsqldb Diff:55
defrag: Cache.java: org.hsqldb Diff:8
addTrigger: Table.java: org.hsqldb Diff:45
makeRow: DataFileCache.java: org.hsqldb Diff:42
getOrigin: DIProcedureInfo.java: org.hsqldb Diff:6
fetchImportedKeys: ZaurusTableForm.java: org.hsqldb.util Diff:70
endDataTransfer: TransferHelper.java: org.hsqldb.util Diff:11
writeChar: RowOutputTextLog.java: org.hsqldb.rowio Diff:4
windowClosing: ZaurusConnectionDialog.java: org.hsqldb.util Diff:30
